"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.6741524,298,0,10,4,18,7,0
1,2.5286474,650,0,0,1,10,16,0
2,2.5248096,691,0,1,1,11,17,0
3,2.5557389,854,0,0,1,14,21,0
4,2.5458586,976,0,0,1,16,24,0
5,2.5357268,983,0,6,2,23,24,0
6,2.5240865,1259,0,26,7,19,31,0
7,2.5297146,690,1,22,5,10,17,0
8,2.5424151,981,1,10,5,21,24,0
9,2.5461757,1016,1,30,3,16,25,0
10,2.5557671,853,1,1,1,13,21,0
11,2.5564742,894,1,256,11,14,22,0
12,2.6870167,456,1,1224,32,16,11,0
13,5.8716187,1560,3,1224,32,0,39,0
