"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1568,0,8,39,0,2.407207,2.407207,0
39,3,39,0,0,2.407207,2.4181819,0
1566,0,6,39,0,2.4072108,2.4072108,0
1567,1,7,39,0,2.4072108,2.4073212,0
1570,0,10,39,0,2.4072127,2.4072127,0
1569,1,9,39,0,2.4072127,2.4073296,0
1564,0,4,39,0,2.4072249,2.4072249,0
1565,1,5,39,0,2.4072249,2.4073224,0
1572,0,12,39,0,2.407228,2.407228,0
1571,1,11,39,0,2.407228,2.4073482,0
1562,0,2,39,0,2.4072495,2.4072495,0
1563,1,3,39,0,2.4072495,2.4073343,0
1574,0,14,39,0,2.4072528,2.4072528,0
1573,1,13,39,0,2.4072528,2.4073756,0
1560,0,0,39,0,2.407285,2.407285,0
1561,1,1,39,0,2.407285,2.4073567,0
1576,0,16,39,0,2.4072866,2.4072866,0
1575,1,15,39,0,2.4072866,2.4074118,0
1578,0,18,39,0,2.4073279,2.4073279,0
1577,1,17,39,0,2.4073279,2.4074566,0
1580,0,20,39,0,2.4073782,2.4073782,0
1579,1,19,39,0,2.4073782,2.4075093,0
1582,0,22,39,0,2.4074357,2.4074357,0
1581,1,21,39,0,2.4074357,2.4075699,0
1584,0,24,39,0,2.4074998,2.4074998,0
1583,1,23,39,0,2.4074998,2.4076374,0
1586,0,26,39,0,2.4075718,2.4075718,0
1585,1,25,39,0,2.4075718,2.4077129,0
1588,0,28,39,0,2.4076493,2.4076493,0
1587,1,27,39,0,2.4076493,2.407794,0
1590,0,30,39,0,2.4077327,2.4077327,0
1589,1,29,39,0,2.4077327,2.407881,0
1592,0,32,39,0,2.4078224,2.4078224,0
1591,1,31,39,0,2.4078224,2.4079742,0
1594,0,34,39,0,2.407917,2.407917,0
1593,1,33,39,0,2.407917,2.408072,0
1596,0,36,39,0,2.408016,2.408016,0
1595,1,35,39,0,2.408016,2.4081752,0
1598,0,38,39,0,2.4081197,2.4081197,0
1597,1,37,39,0,2.4081197,2.408282,0
